Player Name,Player ID,Format,Matches Played,Innings,Runs Scored,Batting Average,Strike Rate,Highest Score,Centuries,Half-Centuries,Fours,Sixes,Wickets Taken,Bowling Average,Economy Rate,Best Bowling,Five-Wicket Hauls,Catches,Stumpings,Primary Role,Team Name,Toss Decision,Result
Shaun Bashar,1304,ODI,164,95,304,21.31314058265557,53.54410600715541,45,46,15,180,49,345,25.25861787727863,4.7425848781334246,7/83,7,52,0,Bowler,Afghanistan,Bowl,Loss
Sam Khan,1305,ODI,143,160,122,10.098638484706743,41.73626793272763,247,6,45,1059,188,89,24.45167907678651,6.809885052986788,1/65,6,75,0,Bowler,Germany,Bowl,Draw
AB Botham,1306,T20,139,244,3722,44.4356454894848,89.94225323998799,220,9,8,1458,144,179,31.95994225833232,6.610087132854241,4/10,0,88,0,All-rounder,Australia,Bat,Loss
Rassie Mahmudullah,1307,ODI,170,17,1622,29.272386065512137,88.16930540288617,212,26,2,1553,123,0,0.0,0.0,4/16,6,69,45,Wicketkeeper,India,Bowl,Win
Sourav Jayasuriya,1308,T20,145,112,2282,39.36463122829453,112.70986310580982,1,34,22,523,53,0,0.0,0.0,7/89,6,114,43,Wicketkeeper,Norway,Bowl,Draw
Graeme Finch,1309,ODI,63,103,3877,35.48209611342226,50.526378811765206,205,22,12,1336,264,0,0.0,0.0,6/91,4,172,28,Wicketkeeper,Afghanistan,Bat,Loss
Kagiso de Kock,1310,T20,47,86,927,29.570528888673618,51.676720012711264,229,15,37,1649,159,414,20.17001462585268,7.637561820415383,0/32,0,47,0,Bowler,Canada,Bat,Draw
David Finch,1311,Test,51,35,5517,89.32142911420269,111.09248218501914,191,26,33,429,277,23,10.955557169116576,1.0607778129188548,8/32,6,97,0,Batsman,Belgium,Bowl,Loss
Monank Kallis,1312,T20,6,30,1789,27.710399781370736,102.6842199594588,252,14,93,1240,295,0,0.0,0.0,7/94,9,96,17,Wicketkeeper,India,Bowl,Draw
Viv Nortje,1313,ODI,162,192,9706,38.61768876948244,52.94435085879577,88,5,25,995,247,23,21.959670508503084,2.9272642503873727,5/99,9,0,0,Batsman,Sweden,Bat,Loss
Babar Islam,1314,ODI,100,179,1339,26.47182220229971,114.39573473059905,14,41,31,1407,155,0,0.0,0.0,3/64,0,112,18,Wicketkeeper,Romania,Bat,Win
Hardik Bumrah,1315,T20,104,104,8299,52.5262143106356,84.6961168933031,164,38,19,1001,224,23,17.91329891889672,2.143047066865356,6/65,5,91,0,Batsman,India,Bat,Loss
Sachin Pandya,1316,T20,73,165,6964,84.32484035403748,132.82005096257717,261,23,45,1064,21,29,12.31613291035925,2.6434818427341567,0/20,2,32,0,Batsman,Italy,Bat,Draw
Graeme Taylor,1317,ODI,108,122,428,12.290817891308922,36.24915354339713,44,22,54,1912,228,311,25.71087116329004,3.8904135579536137,4/64,1,30,0,Bowler,New Zealand,Bowl,Win
Temba Archer,1318,T20,135,134,2937,32.52327668680319,95.03041737755755,179,4,8,1785,162,0,0.0,0.0,8/50,0,102,12,Wicketkeeper,United Arab Emirates,Bowl,Loss
Dale Warne,1319,Test,2,290,4368,37.69390415090021,51.18786228193829,105,6,50,628,283,0,0.0,0.0,2/17,7,103,28,Wicketkeeper,Germany,Bowl,Loss
Brendan Bavuma,1320,Test,108,224,4139,27.576709388740703,73.05937634851888,147,21,56,1526,66,0,0.0,0.0,3/46,0,148,33,Wicketkeeper,Afghanistan,Bat,Loss
Javed Kallis,1321,T20,112,25,6404,28.169557926860108,74.5618008325437,189,28,79,19,85,159,32.07361994546151,3.611213419672016,2/82,8,87,14,All-rounder,England,Bowl,Loss
Shaun Bumrah,1322,T20,10,13,2139,35.35477779368527,114.77941359484475,128,30,44,1147,37,67,27.58754658618297,4.863685036332967,4/87,4,96,0,All-rounder,Pakistan,Bowl,Draw
Aravinda Villiers,1323,ODI,5,230,3200,25.535138569816613,124.3178542536477,204,34,37,623,180,220,34.957917566764586,3.4479547910920707,6/42,4,91,0,All-rounder,India,Bat,Draw
Mustafizur Bairstow,1324,T20,134,102,305,19.7097494519452,30.483018254860365,29,33,67,714,102,138,24.59540945259508,5.674591681245364,2/91,2,99,0,Bowler,Germany,Bowl,Loss
Graeme Botham,1325,T20,44,203,770,20.42157138971934,28.82896115674017,9,18,11,1145,86,213,22.249454179002893,4.325140514999758,9/51,9,19,0,Bowler,India,Bat,Draw
Mahela Stokes,1326,T20,104,267,477,26.80570902897059,28.69450532518912,108,33,89,147,5,104,26.483209051154155,5.615646936732087,9/86,2,38,7,Bowler,India,Bat,Win
Mujeeb Ur Rahman,1327,T20,189,222,1397,26.4394689235414,108.2843663749969,149,29,9,608,141,0,0.0,0.0,7/73,4,103,40,Wicketkeeper,India,Bowl,Draw
Ali Akram,1328,T20,141,104,633,32.40586858255828,99.80106705206283,284,18,79,1673,35,294,22.686909019928898,3.796447199383447,7/33,0,56,0,All-rounder,Germany,Bat,Loss
Ian de Silva,1329,ODI,18,111,2889,27.72856413204412,118.6241952665396,138,17,64,1085,76,291,33.159457574876065,5.354037034702891,5/76,8,41,0,All-rounder,Italy,Bowl,Win
Prithvi Gayle,1330,T20,158,69,3994,69.66284299553789,86.03184336324728,153,0,11,1087,43,16,12.098351998945873,2.734660328780892,3/12,7,35,0,Batsman,India,Bowl,Draw
Shubman Labuschagne,1331,ODI,168,258,3521,25.555299416962523,69.62707551408687,146,40,51,1240,237,193,33.70286016438272,5.766971473343571,4/19,6,86,0,All-rounder,India,Bat,Win
Kusal Miandad,1332,Test,88,168,2262,64.08891772206607,114.5965044401298,35,15,50,713,44,35,18.513162631015305,2.222835012555612,9/69,2,11,10,Batsman,Finland,Bowl,Draw
Mahela Hasaranga,1333,Test,178,293,305,29.08591370316802,51.05765385904354,183,39,85,1047,111,152,21.49014679107967,3.00797245002262,9/13,2,68,0,Bowler,India,Bowl,Draw
Shane Azam,1334,Test,49,49,764,14.89380302390974,51.20529715001468,264,27,63,808,261,138,21.97250429885112,4.000213822723186,1/73,0,66,0,Bowler,India,Bowl,Loss
Anrich Cummins,1335,T20,94,250,9112,53.93923526807176,99.59249083168535,134,10,56,416,109,34,16.134709356158755,3.830139972511225,8/42,0,11,0,Batsman,Germany,Bowl,Win
Geoffrey Lara,1336,Test,107,75,693,24.63193010498125,52.08232034239926,17,47,92,417,210,373,20.289689717448827,6.153058696558013,3/66,2,74,0,Bowler,South Africa,Bat,Loss
Geoffrey Williamson,1337,ODI,134,201,3070,34.86285637627204,98.87112272580072,136,31,18,1978,226,0,0.0,0.0,1/83,8,103,30,Wicketkeeper,India,Bowl,Win
Shaheen Akram,1338,Test,53,34,3000,30.56682205545216,70.28033503530614,197,25,29,1742,46,14,28.55567576697049,2.777186081415327,6/54,8,88,0,Batsman,West Indies,Bat,Loss
Zaheer McCullum,1339,T20,47,111,622,14.92742059845224,51.49916858173545,44,9,91,855,21,409,29.130107446484125,7.6614390941779185,0/81,2,79,0,Bowler,Pakistan,Bat,Loss
Shadab Al Hasan,1340,T20,138,237,1275,29.03985431864952,66.6045157975324,78,22,84,1870,66,265,23.45922231360196,5.899599070020434,1/74,5,41,0,All-rounder,Germany,Bat,Loss
Mohammad Gavaskar,1341,T20,76,32,4062,33.209744027594326,64.05165045830604,86,47,81,1776,240,227,29.06590442419576,5.500378308546013,3/78,1,27,28,All-rounder,England,Bowl,Win
Geoffrey Root,1342,Test,34,209,4963,44.64595055828548,115.5907367359102,208,44,23,1673,204,0,0.0,0.0,1/67,9,142,28,Wicketkeeper,India,Bat,Loss
Wanindu Kumble,1343,ODI,41,132,4083,33.6374927454502,61.05126512194484,223,38,25,772,103,0,0.0,0.0,9/11,5,75,29,Wicketkeeper,England,Bat,Draw
Mark Mathews,1344,Test,6,106,807,10.654264209152602,24.300812806676262,252,32,35,981,12,62,21.193076131093285,3.1737994567422225,8/37,1,41,0,Bowler,Italy,Bowl,Draw
Ben Cummins,1345,ODI,89,33,5548,29.07303913763762,73.65198826455426,159,13,55,1700,76,219,24.94418782690484,4.339741011541058,5/63,1,80,0,All-rounder,Germany,Bowl,Loss
Rahul Pant,1346,Test,137,43,904,23.7456922691672,16.464784101139855,228,8,79,1397,11,205,24.01468578548598,6.53001914180712,7/57,5,9,0,Bowler,India,Bowl,Draw
Jonny Rauf,1347,ODI,113,107,1763,86.58221073897336,86.20753156755802,194,13,57,1310,4,16,14.18030736654064,4.800065105445932,5/84,4,26,0,Batsman,India,Bowl,Loss
Rassie Miandad,1348,T20,82,265,522,10.66587552631092,69.15292218447468,143,35,31,662,204,254,29.45377831499073,4.437019583898676,6/10,1,56,0,Bowler,Nepal,Bat,Win
Ben Labuschagne,1349,Test,148,226,6967,26.42436919515834,84.04077440737501,129,40,1,1790,126,288,34.4297473790198,3.1138261302133747,0/79,8,46,0,All-rounder,India,Bowl,Win
Graham Bavuma,1350,Test,81,179,9373,92.0113713240828,141.46883522440572,40,1,72,522,252,20,21.589610667092785,2.488649984854612,5/73,9,29,0,Batsman,India,Bat,Win
Viv Boycott,1351,ODI,19,222,441,26.42699004663136,64.59280204232144,178,10,81,1097,14,307,26.88679507595893,6.473842549146061,7/75,1,73,0,Bowler,Austria,Bowl,Loss
Josh McCullum,1352,Test,169,125,8201,60.79026990076399,71.89516399215185,13,13,48,1909,65,22,21.58193872548193,2.573199435396831,8/35,0,35,0,Batsman,Sri Lanka,Bat,Draw
Marnus de Silva,1353,T20,175,276,9770,84.37264688211052,95.023644672196,231,35,45,994,293,24,28.30743034696168,1.0281272477061365,6/89,7,55,0,Batsman,Pakistan,Bowl,Draw
Shakib Hasaranga,1354,T20,38,167,779,21.35244142318248,12.697522924222074,26,34,82,1685,207,323,23.95457962744184,7.768237692522568,2/30,0,19,0,Bowler,India,Bowl,Win
Aravinda Hobbs,1355,T20,21,151,2812,44.67943503567945,98.04923298803618,9,41,54,1256,224,0,0.0,0.0,7/80,9,89,46,Wicketkeeper,Austria,Bowl,Win
Aravinda Rahul,1356,Test,72,41,189,27.21473513035772,11.209157321525751,84,24,11,1919,97,183,20.517968924624032,3.523956580201787,1/48,8,70,0,Bowler,India,Bowl,Draw
Sourav Khan,1357,T20,6,35,2611,42.86750587219301,101.40664163319352,1,32,76,373,54,0,0.0,0.0,6/81,3,132,15,Wicketkeeper,Spain,Bat,Loss
Sanath de Silva,1358,T20,126,231,2761,35.931538637616434,58.017626783287774,206,8,62,292,216,278,22.129298195471257,4.989859989010228,4/79,8,47,0,All-rounder,England,Bowl,Draw
Joe Gilchrist,1359,Test,135,215,1901,30.788236801199947,60.746329800328674,88,12,34,538,217,0,0.0,0.0,3/69,5,53,27,Wicketkeeper,Bangladesh,Bowl,Loss
Quinton Ali,1360,ODI,168,101,5610,93.23717212654338,109.36376841453918,120,42,73,1024,239,33,25.948780750881497,1.7076319981639043,1/87,8,78,0,Batsman,United Arab Emirates,Bowl,Loss
Rishabh Pant,1361,Test,114,57,4561,43.215403100062254,99.26555240264844,29,9,21,446,103,0,0.0,0.0,2/98,0,81,11,Wicketkeeper,Italy,Bat,Loss
Ben de Silva,1362,T20,65,215,5891,41.04729980688005,128.4924957989527,8,32,9,1668,269,17,25.13210884028944,1.762558444292536,1/17,7,36,0,Batsman,India,Bat,Win
Aiden Steyn,1363,ODI,100,156,841,21.08581063383936,31.911768457865485,128,44,49,1034,142,212,26.86181001356045,4.543068573175191,5/37,7,67,3,Bowler,France,Bat,Loss
Saurabh Sangakkara,1364,ODI,114,64,346,20.87752337880545,16.940796365193105,203,8,34,736,162,460,27.47949604369521,6.193324607555014,8/34,4,65,6,Bowler,England,Bat,Loss
Ben Mahmudullah,1365,Test,27,62,2394,49.57031015390466,99.30274997864272,137,39,15,335,158,256,28.706842007084308,4.112207968035666,6/44,7,25,0,All-rounder,India,Bowl,Loss
Rohit Gavaskar,1366,T20,54,62,174,24.23545191608693,13.284965268499828,144,12,35,423,200,87,25.634917533406977,4.467963137869786,3/80,5,65,0,Bowler,Malta,Bat,Draw
Dimuth Smith,1367,ODI,5,94,4465,93.7416191794654,148.13934570706854,173,23,60,1501,262,12,12.789874579358852,4.692617945544502,1/28,9,61,0,Batsman,Malta,Bat,Loss
Jofra Williamson,1368,Test,186,26,4121,44.25006176835194,74.136492850258,48,39,74,1563,293,36,11.856259045118476,3.3099732164137565,1/88,3,55,0,Batsman,India,Bat,Draw
Mohammad McCullum,1369,T20,13,121,3266,30.22697051877176,112.2152300617135,242,16,16,284,214,0,0.0,0.0,6/77,3,109,22,Wicketkeeper,Italy,Bowl,Loss
Wasim Rizwan,1370,Test,60,50,945,23.15405146404114,36.517371606683575,89,32,88,143,13,291,26.13132658020628,7.302125317720838,7/92,1,12,0,Bowler,Papua New Guinea,Bowl,Win
Hardik Akram,1371,ODI,44,252,7145,72.9763502992404,92.32066759723752,99,22,0,1920,280,29,29.12954142547035,3.498781671445874,9/82,8,62,0,Batsman,Spain,Bat,Win
Rishabh Islam,1372,T20,117,36,3194,42.164416583779015,99.3940185767112,202,26,11,1342,116,0,0.0,0.0,6/42,2,111,46,Wicketkeeper,Sri Lanka,Bowl,Draw
Mohammad Hazlewood,1373,ODI,88,289,2899,31.73754214330617,50.25059915412898,207,43,2,1479,261,37,15.486935639682478,3.6992671272084334,6/13,5,15,0,Batsman,Germany,Bowl,Loss
Mohammad Bashar,1374,T20,57,100,1038,39.33792558314906,83.09722128823131,92,43,72,1027,19,137,30.85561734578955,5.115879443134332,7/43,7,40,0,All-rounder,Czech Republic,Bowl,Win
Ben Shaw,1375,ODI,80,136,3112,34.45676721384985,51.360959018253176,236,42,82,562,80,63,33.21238265826904,3.0836869630139185,9/45,9,58,0,All-rounder,India,Bat,Loss
Haris Jayasuriya,1376,ODI,156,194,1270,28.929653224158955,82.47230613604378,273,25,18,1123,95,0,0.0,0.0,3/44,4,151,28,Wicketkeeper,Hungary,Bowl,Loss
Angelo McCullum,1377,ODI,3,221,4361,40.58892762096173,74.34340252726753,266,23,83,1405,186,0,0.0,0.0,5/67,1,197,26,Wicketkeeper,Sweden,Bat,Win
Habibul Curran,1378,Test,20,279,407,28.714724160336694,45.55017632763472,200,10,74,700,133,304,20.90200638455245,5.700595939478669,4/60,2,91,0,Bowler,Germany,Bat,Draw
Jacques Khan,1379,Test,47,55,5829,44.52060583821246,128.12774339884908,249,28,87,81,166,270,34.81953682592049,4.6694436599046,9/15,5,50,25,All-rounder,Afghanistan,Bat,Draw
Rassie Kumble,1380,ODI,84,110,2098,29.92014159115129,121.50365703436738,95,47,21,1746,137,28,29.35524738191737,4.204061702647364,7/77,5,73,0,Batsman,Germany,Bowl,Win
Zaheer Dravid,1381,T20,110,149,6553,33.78390587002328,101.60306588722776,225,4,0,355,136,243,28.586411872341746,3.0202587939680257,6/16,4,74,15,All-rounder,Netherlands,Bat,Win
Imran Khan,1382,T20,119,265,2754,44.46246789678541,95.1672155458115,103,23,52,1864,228,0,0.0,0.0,4/77,8,121,42,Wicketkeeper,Portugal,Bowl,Draw
Rashid Azam,1383,ODI,34,162,695,16.41223010235229,34.72345630780106,143,8,43,281,161,397,29.01155634126404,7.181954322607287,6/41,2,81,0,Bowler,England,Bat,Draw
Mohammad Rizwan,1384,T20,137,187,3332,28.920003655296483,90.95922330402918,136,9,9,641,204,188,25.179002646257945,4.9747150458316,5/64,1,5,0,All-rounder,Denmark,Bowl,Win
Martin Cummins,1385,Test,196,129,4227,45.928890925576766,52.76902528653305,67,10,74,1474,74,205,32.62620852523782,5.94247609271665,4/20,7,94,13,All-rounder,Australia,Bowl,Draw
Ricky Nortje,1386,ODI,132,108,379,21.897003133513103,15.221037181981432,172,30,7,1243,214,245,29.48601874423219,5.9038266759886815,7/30,1,23,0,Bowler,England,Bowl,Loss
Shakib Akram,1387,T20,118,68,2396,51.79015520009834,122.1971619526664,1,2,16,44,188,27,26.3769378195032,4.064529586671656,6/78,0,85,0,Batsman,India,Bowl,Loss
Sanath Pandya,1388,Test,106,66,923,12.338387179015754,42.14034295459367,118,24,69,315,206,452,27.517240642550675,7.241680655714521,5/97,9,83,0,Bowler,England,Bowl,Win
Hardik Jadeja,1389,ODI,81,144,1004,26.9055582591739,51.73933260910535,119,42,6,1939,116,0,0.0,0.0,2/56,7,174,33,Wicketkeeper,Indonesia,Bat,Loss
Steve Lara,1390,ODI,49,53,1443,52.72047818072807,142.9510619552968,277,39,62,1554,266,28,20.58658812785472,2.8900323888393014,9/38,2,63,0,Batsman,West Indies,Bowl,Win
Kevin Nabi,1391,T20,192,128,2523,40.503602207886246,128.87679274758412,148,26,94,722,12,103,26.208971373272643,5.947672903736336,6/90,0,94,0,All-rounder,Canada,Bat,Draw
Kumar Iqbal,1392,ODI,172,207,539,13.380326209315614,65.82592555898776,218,0,36,104,70,69,25.237736352610604,7.624038329146944,4/17,3,73,0,Bowler,United Arab Emirates,Bat,Draw
Dhananjaya Warner,1393,ODI,186,216,4933,52.7137024664738,93.14762296549137,182,48,67,1828,94,18,20.06392655605129,3.816567753270609,8/10,8,60,0,Batsman,England,Bowl,Win
Anrich Al Hasan,1394,ODI,128,68,7584,67.04406549549307,61.40186792813257,3,47,63,1678,240,26,12.284765860253785,3.868408319314859,2/42,0,3,8,Batsman,France,Bowl,Win
Steve Gooch,1395,ODI,6,62,421,24.735813909510306,60.966385283518,57,15,6,1146,21,211,22.14308586589509,6.109638883161424,8/67,7,71,0,Bowler,Portugal,Bowl,Win
Rassie Boycott,1396,ODI,28,210,1361,47.61262532543138,125.70864571779336,197,34,15,488,37,233,22.69937012357632,6.656279031375393,7/83,0,59,0,All-rounder,Sweden,Bowl,Loss
Marnus Khan,1397,ODI,62,52,6331,99.16363181360563,111.9732448868866,25,14,88,1221,141,36,25.07394974391233,3.881670925024454,1/35,4,37,0,Batsman,Cyprus,Bat,Draw
Rassie Taylor,1398,Test,78,116,4500,41.92368209233523,119.79346094619667,112,33,99,873,261,0,0.0,0.0,0/86,6,195,11,Wicketkeeper,Cyprus,Bat,Loss
Ian Rabada,1399,ODI,97,65,710,23.03382826621155,68.49555992356197,196,10,98,247,237,71,27.194193274372616,7.53823866982401,7/21,8,81,0,Bowler,England,Bat,Win
Babar Jayasuriya,1400,Test,41,130,1603,26.89150415534813,102.86543719034972,228,8,13,832,30,0,0.0,0.0,9/10,6,58,19,Wicketkeeper,India,Bat,Draw
Shakib Mahmudullah,1401,T20,76,177,3594,33.8277048132527,87.93391009910302,97,23,35,1292,50,187,24.134145077876383,6.8769060483669024,1/83,7,72,0,All-rounder,Afghanistan,Bat,Draw
Muttiah Narine,1402,Test,110,278,4000,44.87470939279832,71.98829768725723,199,36,72,567,19,0,0.0,0.0,0/93,0,83,49,Wicketkeeper,India,Bat,Loss
Rafiqul Botham,1403,ODI,169,163,1850,39.273147979763,65.59725922039433,20,34,10,1904,134,0,0.0,0.0,1/59,5,162,40,Wicketkeeper,England,Bowl,Draw
Kumar Rahul,1404,T20,4,152,1196,43.73768541226246,60.1261211286717,185,21,0,109,241,0,0.0,0.0,0/94,3,64,46,Wicketkeeper,Portugal,Bowl,Draw
Shadab Pietersen,1405,T20,114,236,1946,38.5355020566803,104.13111935254568,174,39,8,184,116,0,0.0,0.0,9/52,8,91,40,Wicketkeeper,England,Bowl,Win
Saurabh Dev,1406,ODI,16,158,601,20.37494137662804,37.836270472740594,278,37,24,1026,154,308,27.50180821934489,7.216237892037757,4/58,4,56,0,Bowler,India,Bat,Loss
Javed de Kock,1407,Test,10,106,3721,30.605366287085765,92.5264198578806,207,6,14,1836,12,294,26.82104038820902,4.54260496767553,2/72,1,63,0,All-rounder,West Indies,Bat,Loss
Jack Khan,1408,Test,157,255,3172,95.73101734046192,148.8583333003835,90,43,57,1784,4,19,22.666445244386782,2.332853691915412,8/58,7,49,0,Batsman,France,Bat,Win
Viv Gayle,1409,ODI,100,113,599,28.904417206322883,50.32777568371901,262,29,23,1351,64,431,26.884718362835528,5.494500581486744,9/62,3,41,0,Bowler,Cyprus,Bowl,Draw
AB Bumrah,1410,Test,60,30,4189,43.465815337209925,94.82800090055107,215,28,71,1238,144,0,0.0,0.0,3/73,8,144,41,Wicketkeeper,South Africa,Bat,Win
Aiden Sangakkara,1411,T20,60,12,1954,31.952626370882328,104.32336367510123,252,38,92,1691,164,0,0.0,0.0,5/49,9,179,49,Wicketkeeper,Sri Lanka,Bat,Loss
Jofra Steyn,1412,T20,111,177,2944,37.72346501299688,69.46937970172479,30,40,70,1312,145,0,0.0,0.0,8/32,3,115,29,Wicketkeeper,Germany,Bat,Loss
Sikandar Masakadza,1413,ODI,172,46,8678,39.22392349011032,65.75977859622793,124,8,45,374,258,13,11.692027025523805,2.719399753474021,0/25,8,52,0,Batsman,Portugal,Bowl,Win
Quinton Bavuma,1414,Test,188,171,9895,56.15667712909813,54.08721763143296,195,0,17,1889,244,32,10.533724575621966,2.1962852427240795,2/87,9,89,0,Batsman,West Indies,Bowl,Loss
Steve Richards,1415,ODI,18,130,2343,41.58560651447577,118.7261809958775,290,2,66,97,127,175,26.06568971500522,6.939302127560847,1/34,6,67,0,All-rounder,Scotland,Bowl,Loss
Rishabh de Kock,1416,T20,17,245,6934,36.95106878949083,58.64031516249992,33,4,62,1304,221,267,34.972565529854585,5.652527972932386,8/51,2,27,0,All-rounder,Germany,Bat,Win
Mahela Finch,1417,ODI,194,203,2223,99.0902591622106,99.87902533480803,230,10,23,1853,223,30,11.882036174515054,2.61481958883258,3/78,6,10,0,Batsman,Belgium,Bowl,Loss
Mushfiqur Villiers,1418,ODI,75,226,3946,36.84439055858227,96.67120678558106,14,3,83,1896,77,0,0.0,0.0,1/61,3,122,38,Wicketkeeper,Pakistan,Bat,Win
Viv Kallis,1419,ODI,123,80,3185,40.19855394318349,112.84758888179152,169,43,30,1915,16,0,0.0,0.0,9/41,7,198,22,Wicketkeeper,Germany,Bat,Loss
Hamilton Zaman,1420,T20,122,35,2354,27.27457149284015,73.89536542333605,145,32,89,832,82,0,0.0,0.0,6/29,5,81,38,Wicketkeeper,Qatar,Bat,Loss
Pat Khan,1421,ODI,45,52,3950,45.05021742366256,89.11865661983848,205,32,37,746,174,59,24.08003607625652,5.279877044112691,2/84,7,36,0,All-rounder,Bulgaria,Bowl,Loss
Ben Jadeja,1422,ODI,161,161,2887,28.71325686825852,104.19695897161108,37,44,42,582,67,25,29.23368722773962,1.155539784178322,8/78,8,0,0,Batsman,Czech Republic,Bat,Loss
Temba Pollard,1423,T20,189,84,6587,30.394859871941247,145.34284470673066,28,19,7,1140,141,13,27.76497172276827,3.163124516726061,4/91,3,48,0,Batsman,Pakistan,Bat,Draw
Kapil Hazlewood,1424,T20,105,26,637,13.932454034683383,69.98577746746415,9,36,95,933,66,460,20.94991842509924,4.45320558745046,3/20,6,8,0,Bowler,India,Bowl,Win
KL Perera,1425,ODI,136,225,4352,42.80086815188604,66.82638056830558,272,19,71,155,223,0,0.0,0.0,4/52,7,150,31,Wicketkeeper,India,Bowl,Win
Geoffrey Miandad,1426,T20,79,154,1341,72.75930257648008,85.83385521176996,114,33,4,336,138,31,11.037563902593188,4.605585049114306,9/92,1,67,0,Batsman,England,Bat,Win
David Younis,1427,T20,107,293,2102,42.28000799194551,85.94046077426205,83,20,79,357,257,0,0.0,0.0,5/48,3,89,12,Wicketkeeper,Australia,Bat,Draw
Chris Warne,1428,T20,189,95,4879,48.28352556237455,96.59634924303164,80,6,26,1914,272,19,23.224219719821217,2.206777034865336,8/73,7,98,0,Batsman,Italy,Bat,Loss
Waqar Jayasuriya,1429,ODI,57,225,734,15.05496827270342,64.67686775015994,70,15,62,111,169,433,28.09810868072625,3.4582449158520285,6/43,1,57,0,Bowler,Czech Republic,Bat,Draw
Hamilton van der Dussen,1430,ODI,184,267,3118,48.22199961496379,72.23964266813834,55,31,64,29,124,148,28.664834326411608,3.157342244993042,7/77,5,67,0,All-rounder,Pakistan,Bowl,Loss
Kumar Taylor,1431,Test,115,41,1549,47.10079230379311,84.26701419040941,299,35,62,1664,278,74,21.04286779409217,4.349728586748208,4/29,1,41,0,All-rounder,Bangladesh,Bat,Loss
Kane Gill,1432,Test,153,133,1196,33.58080059361677,74.63968845533411,221,49,4,99,32,0,0.0,0.0,7/24,3,143,18,Wicketkeeper,Isle of Man,Bat,Win
Sunil Smith,1433,T20,137,66,4913,38.99030306642133,96.51397144770152,103,10,66,401,213,241,27.395711994610096,5.10622720578454,2/97,3,88,0,All-rounder,India,Bat,Draw
Tamim Warne,1434,Test,23,210,3323,39.33279351171665,83.93854999232347,232,47,51,385,77,0,0.0,0.0,4/58,3,98,46,Wicketkeeper,India,Bowl,Loss
Mohammad Gooch,1435,ODI,84,153,1652,44.52013115049832,114.71806560684156,177,28,80,1632,105,0,0.0,0.0,9/50,1,167,41,Wicketkeeper,Afghanistan,Bat,Win
Monank Jayawardene,1436,T20,145,172,8640,62.538361509474456,112.69009570276144,73,41,96,326,19,29,26.43570999776496,4.129791641740218,4/63,1,59,0,Batsman,Germany,Bat,Win
Mushfiqur Zaman,1437,ODI,19,59,4574,44.99324640820628,122.12938582661474,287,33,82,111,110,210,27.73682501132978,6.083563043792619,1/51,1,29,0,All-rounder,India,Bowl,Draw
Geoffrey Maxwell,1438,T20,38,184,1779,40.503419166703765,111.5546865071526,52,9,3,1772,180,0,0.0,0.0,9/11,6,107,17,Wicketkeeper,England,Bowl,Loss
Dhananjaya Mahmudullah,1439,T20,168,180,2390,42.62524550672727,92.38373009326774,256,2,76,58,144,240,20.351208571071066,5.472398252508114,4/91,0,67,0,All-rounder,Germany,Bowl,Loss
Babar Rahman,1440,ODI,155,12,2157,26.75445142334549,91.99797938503144,117,21,50,945,135,0,0.0,0.0,1/31,3,107,10,Wicketkeeper,Gibraltar,Bat,Win
Hasan Netravalkar,1441,Test,84,68,5700,38.729183730634944,108.78364171316788,217,31,42,998,262,205,27.06651836807817,5.468472030119362,2/56,9,81,0,All-rounder,India,Bowl,Draw
Brendan Richards,1442,Test,3,202,8135,35.02029862111603,107.3197405162355,29,43,54,273,240,11,17.72117538658832,4.539896466048823,3/93,6,40,0,Batsman,Estonia,Bowl,Loss
Ali Smith,1443,Test,5,6,1309,41.26101248215968,68.94854912404169,264,19,89,1286,164,0,0.0,0.0,5/10,5,82,17,Wicketkeeper,Romania,Bat,Loss
Mohammad Gayle,1444,ODI,122,15,1640,35.014347389832736,84.38356729454006,107,1,40,188,29,51,20.26934094506217,4.237902810198286,5/32,2,30,0,All-rounder,India,Bowl,Draw
Jofra van der Dussen,1445,Test,181,42,993,23.21762188137186,65.35153942072222,288,7,30,381,51,171,28.068415376229574,4.250748586816661,3/44,7,59,0,Bowler,Zimbabwe,Bat,Loss
Mahela Hazlewood,1446,Test,161,31,3514,27.50045355330377,93.78253457324963,281,49,34,1731,84,224,20.88591485022899,6.02925757553435,0/80,0,12,0,All-rounder,India,Bowl,Loss
Ben Curran,1447,ODI,54,181,320,10.139686555173547,14.406594694475793,297,40,79,632,169,476,23.09903100128565,4.704822181754572,6/49,3,61,0,Bowler,India,Bat,Draw
Mohammad Botham,1448,T20,38,262,4978,30.064250122118544,58.94823457316413,201,24,56,1680,154,217,32.47762616666485,6.739490013757461,0/70,5,11,0,All-rounder,West Indies,Bat,Draw
Allan Botham,1449,ODI,28,289,4528,37.75480232369871,106.62948713918166,297,10,23,1618,258,236,29.024951722845408,4.737826972211851,3/83,5,39,17,All-rounder,India,Bat,Draw
Brendan Foakes,1450,T20,181,21,543,11.125975054073184,56.09672236711965,95,23,52,708,15,162,22.83583208622385,3.054496340436168,2/55,3,71,17,Bowler,Zimbabwe,Bat,Win
Sunil Warne,1451,T20,14,182,4793,30.903630978685047,118.96697050975868,38,25,29,1382,204,274,23.21953390178088,6.837857418396633,3/70,9,38,0,All-rounder,Czech Republic,Bat,Win
